,Account,Opportunity_ID,Sales_Agent,SalesAgentEmailID,ContactEmailID,Deal_Stage,Product,Close_Value,Created Date,Close Date,DateDiff,Ordered_Product,Ordered_Agent
7617,Donware,MVZG0BSG,Corliss Cosme,corliss@piedpiper.com,eleonore@donware.com,1,GTX Plus Basic,1095,2017-11-29,2018-09-21,296,2,21
7618,Finjob,L8POFR0T,James Ascencio,james@piedpiper.com,belinda@finjob.com,1,MG Advanced,3296,2017-11-29,2018-05-26,178,1,22
7619,Sunnamplex,62UFJ4IQ,James Ascencio,james@piedpiper.com,maxie@sunnamplex.com,1,GTX Plus Pro,5031,2017-11-29,2018-12-26,392,5,22
7620,Initech,TJJFAU52,Rosie Papadopoulos,rosie@piedpiper.com,alejandro@initech.com,1,MG Special,58,2017-11-29,2019-03-07,463,6,17
7621,Gogozoom,Y9HWSG8Z,Darcel Schlecht,darcel@piedpiper.com,salina@gogozoom.com,1,GTX Basic,510,2017-11-30,2018-08-15,258,4,12
7622,Y-corporation,ZNNBFAKF,Zane Levy,zane@piedpiper.com,rosanne@y-corporation.com,0,GTXPro,1000,2017-11-30,2018-07-13,225,3,7
7624,Labdrill,E7YSM99K,Elease Gluck,elease@piedpiper.com,halley@labdrill.com,1,GTX Plus Basic,1101,2017-11-30,2019-08-06,614,2,14
7626,Conecom,8KFFRJSS,Cecily Lampkin,cecily@piedpiper.com,ivory@conecom.com,0,MG Special,3180,2017-11-30,2018-11-16,351,6,26
7628,Finhigh,09P7O0LQ,Cecily Lampkin,cecily@piedpiper.com,mellie@finhigh.com,1,MG Special,60,2017-11-30,2019-06-07,554,6,26
7629,Warephase,95B6AKI1,Marty Freudenburg,marty@piedpiper.com,elisa@warephase.com,1,GTX Plus Basic,839,2017-11-30,2018-04-01,122,2,11
7630,Silis,SF3KBDJF,Daniell Hammack,daniell@piedpiper.com,zulema@silis.com,0,GTXPro,493,2017-11-30,2017-12-17,17,3,5
7631,Golddex,4QBSY3CB,James Ascencio,james@piedpiper.com,kelli@golddex.com,0,GTX Plus Basic,50,2017-11-30,2018-05-07,158,2,22
7632,Treequote,1D1L6FJX,Darcel Schlecht,darcel@piedpiper.com,benny@treequote.com,1,GTXPro,5058,2017-11-30,2019-12-31,761,3,12
7633,Betatech,6KOHYTT4,Versie Hillebrand,versie@piedpiper.com,genie@betatech.com,1,MG Advanced,3167,2017-11-30,2019-04-28,514,1,25
7636,Ontomedia,WMJDLTEF,Donn Cantrell,donn@piedpiper.com,nedra@ontomedia.com,1,GTX Basic,533,2017-11-30,2019-10-21,690,4,2
7637,Betatech,WGYE40NI,Versie Hillebrand,versie@piedpiper.com,genie@betatech.com,1,MG Special,41,2017-11-30,2018-03-16,106,6,25
7638,Umbrella Corporation,3UI5JBOA,Boris Faz,boris@piedpiper.com,orpha@umbrellacorporation.com,0,GTX Plus Pro,589,2017-11-30,2018-02-23,85,5,23
7639,Gogozoom,OVPNOM6O,Cecily Lampkin,cecily@piedpiper.com,salina@gogozoom.com,1,GTX Plus Pro,5520,2017-11-30,2018-07-31,243,5,26
7640,Zoomit,RBHXB5V5,Hayden Neloms,hayden@piedpiper.com,laveta@zoomit.com,0,MG Special,4667,2017-11-30,2019-05-22,538,6,29
7641,Zumgoity,03X37HOO,Darcel Schlecht,darcel@piedpiper.com,israel@zumgoity.com,0,MG Special,1232,2017-11-30,2017-12-26,26,6,12
7642,Conecom,1629C4UW,Lajuana Vencill,lajuana@piedpiper.com,ivory@conecom.com,0,GTX Plus Basic,1054,2017-11-30,2019-08-09,617,2,0
7643,Codehow,7V9A9TXZ,Marty Freudenburg,marty@piedpiper.com,justine@codehow.com,1,GTX Plus Basic,1190,2017-12-01,2018-01-16,46,2,11
7644,Sonron,J4V3VKQ5,Maureen Marcano,maureen@piedpiper.com,ashlie@sonron.com,1,GTX Basic,491,2017-12-01,2019-09-24,662,4,28
7645,Fasehatice,OZDJFUHH,Hayden Neloms,hayden@piedpiper.com,hsiu@fasehatice.com,1,GTX Plus Basic,901,2017-12-01,2018-01-22,52,2,29
7646,Konex,8LVFBGN4,Kami Bicknell,kami@piedpiper.com,delila@konex.com,0,GTX Plus Basic,590,2017-12-01,2018-04-30,150,2,16
7647,Gekko & Co,2SBP68CP,Violet Mclelland,violet@piedpiper.com,krystle@gekko&co.com,0,MG Special,1014,2017-12-01,2019-07-03,579,6,13
7650,The New York Inquirer,JP72AC6I,Corliss Cosme,corliss@piedpiper.com,hai@thenewyorkinquirer.com,1,MG Advanced,3777,2017-12-01,2019-09-09,647,1,21
7651,Domzoom,5AAN00N1,Versie Hillebrand,versie@piedpiper.com,tanja@domzoom.com,0,MG Special,50,2017-12-01,2018-10-27,330,6,25
7652,Y-corporation,8APZZ20T,Kami Bicknell,kami@piedpiper.com,rosanne@y-corporation.com,0,GTX Plus Basic,1014,2017-12-01,2019-09-14,652,2,16
7653,Zencorporation,2QHB4SYK,Violet Mclelland,violet@piedpiper.com,rosalyn@zencorporation.com,1,MG Special,55,2017-12-01,2019-11-13,712,6,13
7654,Umbrella Corporation,2UZXS1I2,Rosie Papadopoulos,rosie@piedpiper.com,orpha@umbrellacorporation.com,1,GTXPro,4787,2017-12-01,2018-02-26,87,3,17
7655,Ganjaflex,6M77EGH7,Donn Cantrell,donn@piedpiper.com,somer@ganjaflex.com,1,MG Advanced,4456,2017-12-01,2019-11-16,715,1,2
7658,Mathtouch,Z6ETLZQU,Corliss Cosme,corliss@piedpiper.com,loise@mathtouch.com,1,GTX Plus Pro,5528,2017-12-01,2017-12-26,25,5,21
7659,Bluth Company,FHCSKQ4K,Donn Cantrell,donn@piedpiper.com,antionette@bluthcompany.com,1,GTX Plus Pro,5270,2017-12-01,2018-06-09,190,5,2
7660,Hottechi,6389JY2H,Moses Frase,moses@piedpiper.com,juliette@hottechi.com,1,MG Special,57,2017-12-02,2018-07-06,216,6,24
7661,Hottechi,6HRIX06M,Anna Snelling,anna@piedpiper.com,juliette@hottechi.com,1,MG Advanced,3415,2017-12-02,2018-05-30,179,1,8
7662,Rundofase,DL4SZAGH,Cecily Lampkin,cecily@piedpiper.com,crista@rundofase.com,1,MG Advanced,3611,2017-12-02,2019-11-29,727,1,26
7663,Rangreen,X501NN9P,Marty Freudenburg,marty@piedpiper.com,darrel@rangreen.com,1,GTXPro,4413,2017-12-02,2019-02-22,447,3,11
7664,Silis,GNL7T2JP,Corliss Cosme,corliss@piedpiper.com,zulema@silis.com,0,GTXPro,4694,2017-12-02,2017-12-09,7,3,21
7665,Rantouch,ME3H0RUJ,Rosalina Dieter,rosalina@piedpiper.com,maren@rantouch.com,1,MG Advanced,3418,2017-12-02,2018-05-01,150,1,20
7666,Zotware,JW5SYMNS,Cassey Cress,cassey@piedpiper.com,shella@zotware.com,1,GTX Plus Basic,1176,2017-12-02,2018-12-04,367,2,10
7668,Streethex,HZ283240,Niesha Huffines,niesha@piedpiper.com,junko@streethex.com,0,GTX Basic,487,2017-12-02,2018-05-21,170,4,4
7669,Vehement Capital Partners,WB44DF28,Garret Kinder,garret@piedpiper.com,lavonia@vehementcapitalpartners.com,1,GTXPro,5206,2017-12-02,2018-07-10,220,3,6
7671,Xx-holding,FR4GTSEQ,Zane Levy,zane@piedpiper.com,shemeka@xx-holding.com,1,GTX Basic,477,2017-12-02,2019-01-20,414,4,7
7672,Scotfind,7WYZ9HMC,Kary Hendrixson,kary@piedpiper.com,gordon@scotfind.com,1,GTX Basic,518,2017-12-02,2019-11-26,724,4,9
7673,Konex,PEGFPDVU,Violet Mclelland,violet@piedpiper.com,delila@konex.com,1,GTXPro,5604,2017-12-02,2018-09-10,282,3,13
7674,Funholding,52IHI8JD,Anna Snelling,anna@piedpiper.com,ying@funholding.com,0,MG Special,487,2017-12-02,2019-08-17,623,6,8
7675,Treequote,NRMFYPAD,Anna Snelling,anna@piedpiper.com,benny@treequote.com,1,GTX Plus Pro,6038,2017-12-02,2019-12-30,758,5,8
7676,Lexiqvolax,GIDII30C,Vicki Laflamme,vicki@piedpiper.com,darryl@lexiqvolax.com,1,GTX Plus Basic,960,2017-12-02,2018-07-04,214,2,15
7677,Kan-code,B5OXRZTT,Zane Levy,zane@piedpiper.com,kenton@kan-code.com,1,GTX Basic,530,2017-12-02,2019-06-20,565,4,7
7678,Ganjaflex,HVODWXRO,Daniell Hammack,daniell@piedpiper.com,somer@ganjaflex.com,0,MG Special,590,2017-12-03,2018-01-13,41,6,5
7680,J-Texon,2U6QQHCC,James Ascencio,james@piedpiper.com,winston@j-texon.com,1,GTX Plus Pro,4066,2017-12-03,2019-01-02,395,5,22
7681,Betatech,8DWOWB6Y,Anna Snelling,anna@piedpiper.com,genie@betatech.com,0,GTX Basic,4631,2017-12-03,2019-10-08,674,4,8
7682,Codehow,DK955UBP,Niesha Huffines,niesha@piedpiper.com,justine@codehow.com,0,MG Special,560,2017-12-03,2018-05-06,154,6,4
7683,Hatfan,QVWM8LUB,Kary Hendrixson,kary@piedpiper.com,tyron@hatfan.com,0,GTX Basic,588,2017-12-03,2018-01-15,43,4,9
7684,Cancity,2SGRE4VE,Niesha Huffines,niesha@piedpiper.com,faviola@cancity.com,0,GTX Basic,2000,2017-12-03,2018-07-07,216,4,4
7685,Kinnamplus,9EGAFG1B,Cassey Cress,cassey@piedpiper.com,monte@kinnamplus.com,0,GTXPro,61,2017-12-03,2018-11-18,350,3,10
7686,Mathtouch,FZNEISTX,Cassey Cress,cassey@piedpiper.com,loise@mathtouch.com,0,GTX Plus Basic,53,2017-12-03,2018-07-06,215,2,10
7687,Kinnamplus,Z3QJESWJ,Corliss Cosme,corliss@piedpiper.com,monte@kinnamplus.com,1,GTX Plus Pro,5038,2017-12-03,2018-06-14,193,5,21
7688,Kan-code,PUP6JDT9,Kami Bicknell,kami@piedpiper.com,kenton@kan-code.com,1,MG Advanced,3464,2017-12-03,2018-01-12,40,1,16
7689,Rangreen,TZQWGMG7,Niesha Huffines,niesha@piedpiper.com,darrel@rangreen.com,0,GTX Plus Pro,3284,2017-12-03,2018-10-12,313,5,4
7690,Y-corporation,1N3G9WG2,Kary Hendrixson,kary@piedpiper.com,rosanne@y-corporation.com,1,GTXPro,5621,2017-12-03,2018-04-17,135,3,9
7692,Xx-zobam,GVOKY9KD,Violet Mclelland,violet@piedpiper.com,vanessa@xx-zobam.com,0,GTXPro,1014,2017-12-03,2018-05-05,153,3,13
7693,Dalttechnology,6VMQQKLJ,Vicki Laflamme,vicki@piedpiper.com,nelia@dalttechnology.com,1,GTXPro,5191,2017-12-03,2019-02-23,447,3,15
7695,Sunnamplex,MC3OSDV0,Kary Hendrixson,kary@piedpiper.com,maxie@sunnamplex.com,1,MG Special,65,2017-12-03,2019-04-09,492,6,9
7696,Betatech,SCYV3JPO,Lajuana Vencill,lajuana@piedpiper.com,genie@betatech.com,1,GTX Basic,536,2017-12-03,2018-09-05,276,4,0
7697,Cancity,LCZGL74L,Niesha Huffines,niesha@piedpiper.com,faviola@cancity.com,0,GTX Plus Basic,493,2017-12-03,2017-12-07,4,2,4
7698,Treequote,KNLMLTJH,Anna Snelling,anna@piedpiper.com,benny@treequote.com,1,MG Special,58,2017-12-04,2018-11-28,359,6,8
7699,Codehow,8QBIFURM,Versie Hillebrand,versie@piedpiper.com,justine@codehow.com,0,MG Advanced,50,2017-12-04,2018-09-27,297,1,25
7700,Ron-tech,UFGI9P05,Darcel Schlecht,darcel@piedpiper.com,kelly@ron-tech.com,1,GTXPro,4978,2017-12-04,2019-07-29,602,3,12
7701,Lexiqvolax,G1C9IG0T,Rosalina Dieter,rosalina@piedpiper.com,darryl@lexiqvolax.com,0,MG Special,1014,2017-12-04,2019-12-25,751,6,20
7702,Stanredtax,D5TGHX3Y,Darcel Schlecht,darcel@piedpiper.com,candice@stanredtax.com,0,GTXPro,492,2017-12-04,2018-10-22,322,3,12
7703,Condax,VXWUALY5,Kami Bicknell,kami@piedpiper.com,golda@condax.com,0,MG Special,1000,2017-12-04,2018-07-29,237,6,16
7704,Codehow,L2QMWU4H,Darcel Schlecht,darcel@piedpiper.com,justine@codehow.com,1,GTX Plus Pro,4430,2017-12-04,2019-11-28,724,5,12
7706,Ron-tech,KOG75BRP,Anna Snelling,anna@piedpiper.com,kelly@ron-tech.com,0,GTX Plus Basic,4694,2017-12-04,2019-03-21,472,2,8
7707,Plussunin,48CVYAIE,Reed Clapper,reed@piedpiper.com,terry@plussunin.com,0,GTX Plus Pro,4694,2017-12-04,2018-04-14,131,5,19
7708,Finjob,IYDR200I,Vicki Laflamme,vicki@piedpiper.com,belinda@finjob.com,0,GTX Basic,1037,2017-12-04,2018-10-01,301,4,15
7709,Massive Dynamic,4L8RQVL9,Donn Cantrell,donn@piedpiper.com,gertrude@massivedynamic.com,0,GTXPro,588,2017-12-04,2018-04-15,132,3,2
7711,Genco Pura Olive Oil Company,FTVBHHFC,Marty Freudenburg,marty@piedpiper.com,karole@gencopuraoliveoilcompany.com,1,GTX Plus Basic,1240,2017-12-04,2018-12-08,369,2,11
7712,Stanredtax,M2VKMZPH,Jonathan Berthelot,jonathan@piedpiper.com,candice@stanredtax.com,1,GTXPro,5046,2017-12-04,2019-05-29,541,3,18
7713,Plussunin,IS2HLCEO,Boris Faz,boris@piedpiper.com,terry@plussunin.com,0,MG Special,3284,2017-12-04,2019-12-21,747,6,23
7714,Bioholding,5XADPM6R,Versie Hillebrand,versie@piedpiper.com,bryan@bioholding.com,1,MG Special,58,2017-12-04,2018-01-10,37,6,25
7715,Plussunin,7V1FQBL9,Corliss Cosme,corliss@piedpiper.com,terry@plussunin.com,0,GTXPro,53,2017-12-05,2019-10-26,690,3,21
7716,Globex Corporation,SJHD5TFA,Gladys Colclough,gladys@piedpiper.com,yolando@globexcorporation.com,0,GTX Basic,1180,2017-12-05,2019-08-26,629,4,3
7717,Bioholding,GACP1E2I,Darcel Schlecht,darcel@piedpiper.com,bryan@bioholding.com,1,GTXPro,5037,2017-12-05,2018-04-30,146,3,12
7718,Globex Corporation,ASW97JK3,Darcel Schlecht,darcel@piedpiper.com,yolando@globexcorporation.com,1,GTXPro,4709,2017-12-05,2019-01-28,419,3,12
7720,Treequote,W8CSV90F,Darcel Schlecht,darcel@piedpiper.com,benny@treequote.com,0,GTXPro,1540,2017-12-05,2019-02-03,425,3,12
7721,Zathunicon,5H9ELV2H,Cassey Cress,cassey@piedpiper.com,williemae@zathunicon.com,0,GTX Plus Pro,61,2017-12-05,2018-01-13,39,5,10
7722,Golddex,4UTOXXV4,James Ascencio,james@piedpiper.com,kelli@golddex.com,0,GTX Plus Pro,492,2017-12-05,2019-05-27,538,5,22
7724,Domzoom,ANNUH4KM,Darcel Schlecht,darcel@piedpiper.com,tanja@domzoom.com,1,GTX Basic,556,2017-12-05,2018-03-17,102,4,12
7725,Faxquote,BE0RAJF5,Vicki Laflamme,vicki@piedpiper.com,gaylord@faxquote.com,0,GTXPro,537,2017-12-05,2018-10-18,317,3,15
7726,Plexzap,8838GIT9,Kary Hendrixson,kary@piedpiper.com,titus@plexzap.com,0,MG Special,4514,2017-12-05,2018-03-22,107,6,9
7727,Silis,7OSD4T24,Violet Mclelland,violet@piedpiper.com,zulema@silis.com,1,MG Special,54,2017-12-05,2018-02-15,72,6,13
7728,Konmatfix,WA5NRVIG,Versie Hillebrand,versie@piedpiper.com,ivana@konmatfix.com,1,MG Special,54,2017-12-05,2019-08-31,634,6,25
7729,Rantouch,CS2ZS0B4,Kami Bicknell,kami@piedpiper.com,maren@rantouch.com,0,GTX Plus Pro,61,2017-12-05,2018-04-29,145,5,16
7730,Doncon,6NFIUDKS,Kary Hendrixson,kary@piedpiper.com,jackie@doncon.com,1,GTX Plus Pro,5867,2017-12-05,2017-12-16,11,5,9
7731,Plexzap,QG7RGODO,Kami Bicknell,kami@piedpiper.com,titus@plexzap.com,0,GTXPro,4631,2017-12-05,2019-03-13,463,3,16
7732,Plussunin,74Y43OFL,Reed Clapper,reed@piedpiper.com,terry@plussunin.com,0,MG Advanced,46,2017-12-05,2018-07-15,222,1,19
7733,Cheers,VCQBM844,James Ascencio,james@piedpiper.com,robbie@cheers.com,1,MG Advanced,3294,2017-12-05,2018-01-23,49,1,22
7734,Goodsilron,T58EDFV0,Kami Bicknell,kami@piedpiper.com,claribel@goodsilron.com,1,GTX Basic,504,2017-12-05,2019-09-05,639,4,16
7735,Cheers,QT7LRWTN,Vicki Laflamme,vicki@piedpiper.com,robbie@cheers.com,1,MG Advanced,3357,2017-12-06,2018-10-25,323,1,15
7736,Finhigh,WJC5J533,Lajuana Vencill,lajuana@piedpiper.com,mellie@finhigh.com,1,GTX Plus Pro,5401,2017-12-06,2019-12-18,742,5,0
7737,Dontechi,GBMHNLRO,Moses Frase,moses@piedpiper.com,kristle@dontechi.com,1,GTX Basic,660,2017-12-06,2019-01-18,408,4,24
7738,Kan-code,AM5YTMH3,Boris Faz,boris@piedpiper.com,kenton@kan-code.com,1,GTX Plus Basic,1053,2017-12-06,2019-07-17,588,2,23
7739,Y-corporation,HBWY3B48,Kami Bicknell,kami@piedpiper.com,rosanne@y-corporation.com,0,GTXPro,560,2017-12-06,2019-11-04,698,3,16
7741,Bioholding,FZ1TTF0X,Moses Frase,moses@piedpiper.com,bryan@bioholding.com,0,GTX Basic,590,2017-12-06,2018-03-31,115,4,24
7742,Konmatfix,S9K81CWS,Lajuana Vencill,lajuana@piedpiper.com,ivana@konmatfix.com,1,GTX Basic,553,2017-12-06,2018-04-25,140,4,0
7743,Globex Corporation,JP2EY6QU,Jonathan Berthelot,jonathan@piedpiper.com,yolando@globexcorporation.com,1,GTXPro,4929,2017-12-06,2018-11-27,356,3,18
7744,Rangreen,URT8A7OQ,Versie Hillebrand,versie@piedpiper.com,darrel@rangreen.com,1,MG Special,51,2017-12-06,2018-05-25,170,6,25
7746,Vehement Capital Partners,R8X2RVQ2,Corliss Cosme,corliss@piedpiper.com,lavonia@vehementcapitalpartners.com,0,GTXPro,46,2017-12-06,2019-07-17,588,3,21
7747,Plussunin,QQ5LW9HV,Boris Faz,boris@piedpiper.com,terry@plussunin.com,0,MG Advanced,492,2017-12-06,2018-04-18,133,1,23
7750,Warephase,D9WBSJRC,Marty Freudenburg,marty@piedpiper.com,elisa@warephase.com,1,GTXPro,5007,2017-12-06,2018-02-22,78,3,11
7751,Hottechi,8U3LICIW,Vicki Laflamme,vicki@piedpiper.com,juliette@hottechi.com,1,GTX Basic,563,2017-12-06,2018-06-18,194,4,15
7752,Dalttechnology,3GRTE6VM,Elease Gluck,elease@piedpiper.com,nelia@dalttechnology.com,1,MG Advanced,3082,2017-12-06,2018-10-28,326,1,14
7753,Plusstrip,DJY7S9AI,Zane Levy,zane@piedpiper.com,deanne@plusstrip.com,1,MG Advanced,3082,2017-12-06,2018-09-05,273,1,7
7754,Faxquote,1W2EEX4L,Vicki Laflamme,vicki@piedpiper.com,gaylord@faxquote.com,0,MG Special,50,2017-12-06,2019-06-19,560,6,15
7755,Yearin,P55UV5QW,Violet Mclelland,violet@piedpiper.com,vella@yearin.com,0,GTX Plus Basic,1232,2017-12-06,2019-10-28,691,2,13
7756,Codehow,1WVEAE8N,Jonathan Berthelot,jonathan@piedpiper.com,justine@codehow.com,0,GTX Plus Basic,1540,2017-12-06,2019-03-05,454,2,18
7757,Conecom,MJBD6V39,Moses Frase,moses@piedpiper.com,ivory@conecom.com,0,MG Special,1037,2017-12-07,2017-12-28,21,6,24
7758,Gekko & Co,W355HYRD,Reed Clapper,reed@piedpiper.com,krystle@gekko&co.com,0,GTXPro,1232,2017-12-07,2018-04-17,131,3,19
7759,Hottechi,YIZ1VQ3U,Hayden Neloms,hayden@piedpiper.com,juliette@hottechi.com,0,MG Advanced,517,2017-12-07,2018-11-16,344,1,29
7760,Blackzim,QNFO4GX8,Kami Bicknell,kami@piedpiper.com,riley@blackzim.com,1,GTX Basic,502,2017-12-07,2018-02-06,61,4,16
7761,Codehow,I8WTUMTA,Darcel Schlecht,darcel@piedpiper.com,justine@codehow.com,1,MG Advanced,3560,2017-12-07,2018-10-21,318,1,12
7763,Rundofase,MELHF0ZP,Anna Snelling,anna@piedpiper.com,crista@rundofase.com,1,GTX Plus Pro,5373,2017-12-07,2018-12-10,368,5,8
7764,Green-Plus,GM68OLDH,James Ascencio,james@piedpiper.com,lavone@green-plus.com,1,GTX Plus Pro,5569,2017-12-07,2019-09-02,634,5,22
7765,Finhigh,ZS4PKX65,Lajuana Vencill,lajuana@piedpiper.com,mellie@finhigh.com,1,GTX Basic,560,2017-12-07,2018-02-17,72,4,0
7767,Cancity,I5FVCO24,Jonathan Berthelot,jonathan@piedpiper.com,faviola@cancity.com,1,GTXPro,4671,2017-12-07,2019-10-10,672,3,18
7769,Labdrill,KUJ5M6J3,Kary Hendrixson,kary@piedpiper.com,halley@labdrill.com,1,GTXPro,5663,2017-12-07,2019-06-04,544,3,9
7771,Rangreen,H29XGJ5H,Anna Snelling,anna@piedpiper.com,darrel@rangreen.com,0,GTX Basic,61,2017-12-07,2018-08-02,238,4,8
7772,Mathtouch,O2BF1KAT,Garret Kinder,garret@piedpiper.com,loise@mathtouch.com,0,MG Special,53,2017-12-07,2019-09-25,657,6,6
7773,Dontechi,ZH8XR8YT,Niesha Huffines,niesha@piedpiper.com,kristle@dontechi.com,0,GTX Plus Basic,561,2017-12-07,2019-02-13,433,2,4
7774,Hatfan,IDO6PU1B,Zane Levy,zane@piedpiper.com,tyron@hatfan.com,0,GTX Plus Pro,601,2017-12-07,2019-04-03,482,5,7
7775,Condax,64DJ954O,Kary Hendrixson,kary@piedpiper.com,golda@condax.com,1,GTX Plus Basic,1136,2017-12-08,2019-12-28,750,2,9
7776,Xx-zobam,0WVCRCOU,Cassey Cress,cassey@piedpiper.com,vanessa@xx-zobam.com,0,GTXPro,903,2017-12-08,2018-02-08,62,3,10
7777,Bioholding,5PJJCTJ9,Darcel Schlecht,darcel@piedpiper.com,bryan@bioholding.com,1,MG Advanced,3263,2017-12-08,2018-09-08,274,1,12
7778,J-Texon,RU3OP2BA,Zane Levy,zane@piedpiper.com,winston@j-texon.com,1,MG Advanced,3070,2017-12-08,2019-11-19,711,1,7
7779,Streethex,5LHNRZD3,Lajuana Vencill,lajuana@piedpiper.com,junko@streethex.com,0,MG Advanced,590,2017-12-08,2018-12-23,380,1,0
7780,Plussunin,GV9G96Z1,Garret Kinder,garret@piedpiper.com,terry@plussunin.com,0,GTXPro,500,2017-12-08,2018-06-19,193,3,6
7781,Finhigh,OFIORN0G,Jonathan Berthelot,jonathan@piedpiper.com,mellie@finhigh.com,1,GTX Plus Basic,1140,2017-12-08,2018-08-01,236,2,18
7782,Hottechi,SYJKN818,Darcel Schlecht,darcel@piedpiper.com,juliette@hottechi.com,1,GTXPro,5195,2017-12-08,2019-10-25,686,3,12
7783,Iselectrics,Z9W748SJ,Cassey Cress,cassey@piedpiper.com,mirta@iselectrics.com,1,MG Special,60,2017-12-08,2018-12-29,386,6,10
7784,J-Texon,EG5M02ZV,Kary Hendrixson,kary@piedpiper.com,winston@j-texon.com,1,GTX Basic,539,2017-12-08,2019-03-12,459,4,9
7785,Faxquote,AU5Q1XCW,Vicki Laflamme,vicki@piedpiper.com,gaylord@faxquote.com,1,MG Advanced,3104,2017-12-08,2018-04-27,140,1,15
7786,Kan-code,RVRBCZAI,Daniell Hammack,daniell@piedpiper.com,kenton@kan-code.com,0,GTX Plus Basic,1026,2017-12-08,2018-05-11,154,2,5
7789,Finjob,M49ZMLGL,Kami Bicknell,kami@piedpiper.com,belinda@finjob.com,1,MG Special,57,2017-12-08,2018-03-17,99,6,16
7790,Hatfan,0VG9PGMI,Rosalina Dieter,rosalina@piedpiper.com,tyron@hatfan.com,1,GTX Plus Pro,6391,2017-12-08,2018-05-29,172,5,20
7791,Rangreen,MGR0TSPK,Lajuana Vencill,lajuana@piedpiper.com,darrel@rangreen.com,1,GTX Plus Basic,946,2017-12-08,2018-12-01,358,2,0
7793,Dalttechnology,DQIKGS2U,Vicki Laflamme,vicki@piedpiper.com,nelia@dalttechnology.com,1,MG Special,48,2017-12-08,2018-11-14,341,6,15
7794,Zathunicon,0J3UU8PZ,Boris Faz,boris@piedpiper.com,williemae@zathunicon.com,1,GTX Basic,546,2017-12-08,2018-10-02,298,4,23
7795,Domzoom,M827K2PI,Moses Frase,moses@piedpiper.com,tanja@domzoom.com,1,GTX Basic,656,2017-12-08,2019-06-17,556,4,24
7797,Vehement Capital Partners,IBZQBCSU,Rosie Papadopoulos,rosie@piedpiper.com,lavonia@vehementcapitalpartners.com,0,MG Special,1026,2017-12-09,2019-06-13,551,6,17
7798,Umbrella Corporation,9U6RAS0M,Cassey Cress,cassey@piedpiper.com,orpha@umbrellacorporation.com,1,GTX Basic,538,2017-12-09,2019-04-13,490,4,10
7799,dambase,MIU04JC2,Versie Hillebrand,versie@piedpiper.com,darwin@dambase.com,0,MG Special,50,2017-12-09,2018-10-19,314,6,25
7800,Y-corporation,C2WEF4XH,Maureen Marcano,maureen@piedpiper.com,rosanne@y-corporation.com,1,GTX Plus Basic,888,2017-12-09,2017-12-10,1,2,28
7801,Silis,JK4IB77I,Wilburn Farren,wilburn@piedpiper.com,zulema@silis.com,0,GTXPro,1054,2017-12-09,2018-12-05,361,3,27
7802,Ganjaflex,NZPZ87IX,Cassey Cress,cassey@piedpiper.com,somer@ganjaflex.com,0,GTX Basic,1232,2017-12-09,2019-08-15,614,4,10
7803,Dontechi,K0ZYCW3U,Niesha Huffines,niesha@piedpiper.com,kristle@dontechi.com,1,GTX Basic,603,2017-12-09,2019-12-18,739,4,4
7804,Y-corporation,KN3H2R4V,Zane Levy,zane@piedpiper.com,rosanne@y-corporation.com,0,GTX Basic,1014,2017-12-09,2018-05-27,169,4,7
7806,Statholdings,8KBVRQHD,Lajuana Vencill,lajuana@piedpiper.com,verna@statholdings.com,0,GTX Plus Pro,588,2017-12-09,2018-06-18,191,5,0
7807,Globex Corporation,9YVSYSE8,Anna Snelling,anna@piedpiper.com,yolando@globexcorporation.com,0,GTX Basic,588,2017-12-09,2019-09-20,650,4,8
7808,Mathtouch,9824T94P,Violet Mclelland,violet@piedpiper.com,loise@mathtouch.com,1,GTXPro,5159,2017-12-09,2019-01-29,416,3,13
7809,Condax,Q7C5MJ4W,Moses Frase,moses@piedpiper.com,golda@condax.com,0,GTX Basic,589,2017-12-09,2019-12-21,742,4,24
7810,Statholdings,019I751P,Anna Snelling,anna@piedpiper.com,verna@statholdings.com,1,GTX Plus Basic,1180,2017-12-09,2019-05-09,516,2,8
7811,Kan-code,E7TDBIDS,Kary Hendrixson,kary@piedpiper.com,kenton@kan-code.com,1,GTXPro,5323,2017-12-09,2019-02-24,442,3,9
7813,Acme Corporation,R2DID6L7,Violet Mclelland,violet@piedpiper.com,cuc@acmecorporation.com,1,MG Special,52,2017-12-09,2018-08-19,253,6,13
7815,Konex,6IJNBKST,Maureen Marcano,maureen@piedpiper.com,delila@konex.com,0,GTX Basic,4514,2017-12-09,2019-03-03,449,4,28
7816,Singletechno,RLTHGLLJ,Kami Bicknell,kami@piedpiper.com,tambra@singletechno.com,1,GTX Plus Pro,4773,2017-12-09,2018-11-14,340,5,16
7817,Hatfan,AZCY0HUP,Markita Hansen,markita@piedpiper.com,tyron@hatfan.com,0,GTX Basic,4514,2017-12-09,2018-09-25,290,4,1
7818,Dontechi,89A54FHW,Gladys Colclough,gladys@piedpiper.com,kristle@dontechi.com,0,GTXPro,4667,2017-12-09,2018-05-16,158,3,3
7819,Warephase,RDZ2FC3A,Darcel Schlecht,darcel@piedpiper.com,elisa@warephase.com,1,GTX Basic,537,2017-12-09,2018-12-18,374,4,12
